date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
20141114,Georgia,Poland,0,4,UEFA Euro qualification,Tbilisi,Georgia,FALSE
20141114,Germany,Gibraltar,4,0,UEFA Euro qualification,Nuremberg,Germany,FALSE
20141114,Greece,Faroe Islands,0,1,UEFA Euro qualification,Piraeus,Greece,FALSE
20141114,Hungary,Finland,1,0,UEFA Euro qualification,Budapest,Hungary,FALSE
20141114,Iraq,Kuwait,0,1,Gulf Cup,Riyadh,Saudi Arabia,TRUE
20141114,Ivory Coast,Sierra Leone,5,1,African Cup of Nations qualification,Abidjan,Ivory Coast,FALSE
20141114,Japan,Honduras,6,0,Friendly,Toyota,Japan,FALSE
20141114,Jordan,Korea Republic,0,1,Friendly,Amman,Jordan,FALSE
20141114,Martinique,Haiti,0,3,CFU Caribbean Cup,Montego Bay,Jamaica,TRUE
20141114,Paraguay,Peru,2,1,Friendly,Luque,Paraguay,FALSE
20141114,Philippines,Cambodia,3,0,Friendly,Manila,Philippines,FALSE
20141114,Portugal,Armenia,1,0,UEFA Euro qualification,Faro,Portugal,FALSE
20141114,Romania,Northern Ireland,2,0,UEFA Euro qualification,Bucharest,Romania,FALSE
20141114,Scotland,Ireland,1,0,UEFA Euro qualification,Glasgow,Scotland,FALSE
20141114,Serbia,Denmark,1,3,UEFA Euro qualification,Belgrade,Serbia,FALSE
20141114,United Arab Emirates,Oman,0,0,Gulf Cup,Riyadh,Saudi Arabia,TRUE
20141114,USA,Colombia,1,2,Friendly,London,England,TRUE
20141115,Algeria,Ethiopia,3,1,African Cup of Nations qualification,Blida,Algeria,FALSE
20141115,Angola,Gabon,0,0,African Cup of Nations qualification,Luanda,Angola,FALSE
20141115,Austria,Russia,1,0,UEFA Euro qualification,Vienna,Austria,FALSE
20141115,Cameroon,Congo DR,1,0,African Cup of Nations qualification,Yaounde,Cameroon,FALSE
20141115,Cape Verde,Niger,3,1,African Cup of Nations qualification,Praia,Cape Verde,FALSE
20141115,Congo,Nigeria,0,2,African Cup of Nations qualification,Pointe-Noire,Congo,FALSE
20141115,Egypt,Senegal,0,1,African Cup of Nations qualification,Cairo,Egypt,FALSE
20141115,England,Slovenia,3,1,UEFA Euro qualification,London,England,FALSE
20141115,French Guyana,Curacao,4,1,CFU Caribbean Cup,Montego Bay,Jamaica,TRUE
20141115,Indonesia,Syria,0,2,Friendly,Jakarta,Indonesia,FALSE
20141115,Lesotho,Burkina Faso,0,1,African Cup of Nations qualification,Maseru,Lesotho,FALSE
20141115,Luxembourg,Ukraine,0,3,UEFA Euro qualification,Luxembourg,Iceland,TRUE
20141115,Macedonia,Slovakia,0,2,UEFA Euro qualification,Skopje,Macedonia,FALSE
20141115,Malawi,Mali,2,0,African Cup of Nations qualification,Blantyre,Malawi,FALSE
20141115,Moldova,Liechtenstein,0,1,UEFA Euro qualification,Chișinau,Moldova,FALSE
20141115,Montenegro,Sweden,1,1,UEFA Euro qualification,Podgorica,Montenegro,FALSE
20141115,Mozambique,Zambia,0,1,African Cup of Nations qualification,Maputo,Mozambique,FALSE
20141115,San Marino,Estonia,0,0,UEFA Euro qualification,Serravalle,San Marino,FALSE
20141115,South Africa,Sudan,2,1,African Cup of Nations qualification,Nelspruit,South Africa,FALSE
20141115,Spain,Belarus,3,0,UEFA Euro qualification,Huelva,Spain,FALSE
20141115,Switzerland,Lithuania,4,0,UEFA Euro qualification,Sankt Gallen,Switzerland,FALSE
20141115,Togo,Guinea,1,4,African Cup of Nations qualification,Lome,Togo,FALSE
20141115,Uganda,Ghana,1,0,African Cup of Nations qualification,Kampala,Uganda,FALSE
20141116,Antigua and Barbuda,Martinique,0,2,CFU Caribbean Cup,Montego Bay,Jamaica,TRUE
20141116,Azerbaijan,Norway,0,1,UEFA Euro qualification,Baku,Azerbaijan,FALSE
20141116,Belgium,Wales,0,0,UEFA Euro qualification,Brussels,Belgium,FALSE
20141116,Bulgaria,Malta,1,1,UEFA Euro qualification,Sofia,Bulgaria,FALSE
20141116,Cyprus,Andorra,5,0,UEFA Euro qualification,Nicosia,Cyprus,FALSE
20141116,Czech Republic,Iceland,2,1,UEFA Euro qualification,Plzeň,Czech Republic,FALSE
20141116,Guam,Korea DPR,1,5,EAFF Championship,Taipei,Taiwan,TRUE
20141116,Israel,Bosnia-Herzegovina,3,0,UEFA Euro qualification,Haifa,Israel,FALSE
20141116,Italy,Croatia,1,1,UEFA Euro qualification,Milan,Italy,FALSE
20141116,Morocco,Zimbabwe,2,1,Friendly,Agadir,Morocco,FALSE
20141116,Netherlands,Latvia,6,0,UEFA Euro qualification,Amsterdam,Netherlands,FALSE
20141116,Saudi Arabia,Bahrain,3,0,Gulf Cup,Riyadh,Saudi Arabia,FALSE
20141116,Swaziland,Tanzania,1,1,Friendly,Lobamba,Swaziland,FALSE
20141116,Turkey,Kazakhstan,3,1,UEFA Euro qualification,Istanbul,Turkey,FALSE
20141116,Vietnam,Malaysia,3,1,Friendly,Hanoi,Vietnam,FALSE
20141116,Yemen,Qatar,0,0,Gulf Cup,Riyadh,Saudi Arabia,TRUE
20141117,Iraq,Oman,1,1,Gulf Cup,Riyadh,Saudi Arabia,TRUE
20141117,Singapore,Cambodia,4,2,Friendly,Yishun,Singapore,FALSE
20141117,United Arab Emirates,Kuwait,2,2,Gulf Cup,Riyadh,Saudi Arabia,TRUE
20141118,Austria,Brazil,1,2,Friendly,Vienna,Austria,FALSE
20141118,Belarus,Mexico,3,2,Friendly,Barysaw,Belarus,FALSE
20141118,Bolivia,Venezuela,3,2,Friendly,La Paz,Bolivia,FALSE
20141118,Chile,Uruguay,1,2,Friendly,Santiago,Chile,FALSE
20141118,China,Honduras,0,0,Friendly,Xi'an,China,FALSE
20141118,Cuba,Haiti,1,2,CFU Caribbean Cup,Montego Bay,Jamaica,TRUE
20141118,Estonia,Jordan,1,0,Friendly,Tallinn,Estonia,FALSE
20141118,France,Sweden,1,0,Friendly,Marseille,France,FALSE
20141118,Greece,Serbia,0,2,Friendly,Perivolia,Greece,FALSE
20141118,Hungary,Russia,1,2,Friendly,Budapest,Hungary,FALSE
20141118,Iran,Korea Republic,1,0,Friendly,Teheran,Iran,FALSE
20141118,Ireland,USA,4,1,Friendly,Dublin,Ireland,FALSE
20141118,Italy,Albania,1,0,Friendly,Genoa,Italy,FALSE
20141118,Jamaica,Trinidad and Tobago,0,0,CFU Caribbean Cup,Montego Bay,Jamaica,FALSE
20141118,Japan,Australia,2,1,Friendly,Osaka,Japan,FALSE
20141118,Nicaragua,El Salvador,0,2,Friendly,Managua,Nicaragua,FALSE
20141118,Panama,Canada,0,0,Friendly,Panama City,Panama,FALSE
20141118,Peru,Paraguay,2,1,Friendly,Lima,Peru,FALSE
20141118,Portugal,Argentina,1,0,Friendly,Manchester,England,TRUE
20141118,Romania,Denmark,2,0,Friendly,Bucharest,Romania,FALSE
20141118,Scotland,England,1,3,Friendly,Glasgow,Scotland,FALSE
20141118,Slovakia,Finland,2,1,Friendly,Žilina,Slovakia,FALSE
20141118,Slovenia,Colombia,0,1,Friendly,Ljubljana,Slovenia,FALSE
20141118,Spain,Germany,0,1,Friendly,Vigo,Spain,FALSE
20141118,Thailand,New Zealand,2,0,Friendly,Nakhon Ratchasima,Thailand,FALSE
20141118,Ukraine,Lithuania,0,0,Friendly,Kyiv,Ukraine,FALSE
20141119,Bahrain,Qatar,0,0,Gulf Cup,Riyadh,Saudi Arabia,TRUE
20141119,Burkina Faso,Angola,1,1,African Cup of Nations qualification,Ouagadougou,Burkina Faso,FALSE
20141119,Congo DR,Sierra Leone,3,1,African Cup of Nations qualification,Kinshasa,Congo DR,FALSE
20141119,Ethiopia,Malawi,0,0,African Cup of Nations qualification,Addis Ababa,Ethiopia,FALSE
20141119,Gabon,Lesotho,4,2,African Cup of Nations qualification,Libreville,Gabon,FALSE
20141119,Ghana,Togo,3,1,African Cup of Nations qualification,Tamale,Ghana,FALSE
20141119,Guam,Hong Kong,0,0,EAFF Championship,Taipei,Taiwan,TRUE
20141119,Guinea,Uganda,2,0,African Cup of Nations qualification,Casablanca,Morocco,TRUE
20141119,Ivory Coast,Cameroon,0,0,African Cup of Nations qualification,Abidjan,Ivory Coast,FALSE
20141119,Mali,Algeria,2,0,African Cup of Nations qualification,Bamako,Mali,FALSE
20141119,Niger,Mozambique,1,1,African Cup of Nations qualification,Niamey,Niger,FALSE
20141119,Nigeria,South Africa,2,2,African Cup of Nations qualification,Uyo,Nigeria,FALSE
20141119,Saudi Arabia,Yemen,1,0,Gulf Cup,Riyadh,Saudi Arabia,FALSE
20141119,Senegal,Botswana,3,0,African Cup of Nations qualification,Dakar,Senegal,FALSE
20141119,Sudan,Congo,0,1,African Cup of Nations qualification,Khartoum,Sudan,FALSE
20141119,Tunisia,Egypt,2,1,African Cup of Nations qualification,Monastir,Tunisia,FALSE
20141119,Zambia,Cape Verde,1,0,African Cup of Nations qualification,Ndola,Zambia,FALSE
20141120,Kuwait,Oman,0,5,Gulf Cup,Riyadh,Saudi Arabia,TRUE
20141120,United Arab Emirates,Iraq,2,0,Gulf Cup,Riyadh,Saudi Arabia,TRUE
20141122,Philippines,Laos,4,1,AFF Championship,Hanoi,Vietnam,TRUE
20141122,Vietnam,Indonesia,2,2,AFF Championship,Hanoi,Vietnam,FALSE
20141123,Malaysia,Burma,0,0,AFF Championship,Kallang,Singapore,TRUE
20141123,Oman,Qatar,1,3,Gulf Cup,Riyadh,Saudi Arabia,TRUE
20141123,Saudi Arabia,United Arab Emirates,3,2,Gulf Cup,Riyadh,Saudi Arabia,FALSE
20141123,Singapore,Thailand,1,2,AFF Championship,Kallang,Singapore,FALSE
20141125,Philippines,Indonesia,4,0,AFF Championship,Hanoi,Vietnam,TRUE
20141125,Vietnam,Laos,3,0,AFF Championship,Hanoi,Vietnam,FALSE
20141126,Malaysia,Thailand,2,3,AFF Championship,Kallang,Singapore,TRUE
20141126,Saudi Arabia,Qatar,1,2,Gulf Cup,Riyadh,Saudi Arabia,FALSE
20141126,Singapore,Burma,4,2,AFF Championship,Kallang,Singapore,FALSE
20141128,Indonesia,Laos,5,1,AFF Championship,Hanoi,Vietnam,TRUE
20141128,Vietnam,Philippines,3,1,AFF Championship,Hanoi,Vietnam,FALSE
20141129,Singapore,Malaysia,1,3,AFF Championship,Kallang,Singapore,FALSE
20141129,Thailand,Burma,2,0,AFF Championship,Kallang,Singapore,TRUE
20141130,South Africa,Ivory Coast,2,0,Friendly,Nelspruit,South Africa,FALSE
20141206,Philippines,Thailand,0,0,AFF Championship,Manila,Philippines,FALSE
20141207,Malaysia,Vietnam,1,2,AFF Championship,Shah Alam,Malaysia,FALSE
20141210,Thailand,Philippines,3,0,AFF Championship,Bangkok,Thailand,FALSE
20141211,Vietnam,Malaysia,2,4,AFF Championship,Hanoi,Vietnam,FALSE
20141213,Uzbekistan,Palestine,1,0,Friendly,Dubai,United Arab Emirates,TRUE
20141217,Thailand,Malaysia,2,0,AFF Championship,Bangkok,Thailand,FALSE
20141220,Malaysia,Thailand,3,2,AFF Championship,Shah Alam,Malaysia,FALSE
20141221,China,Palestine,0,0,Friendly,Chenzhou,China,FALSE
20141221,Uzbekistan,Jordan,2,1,Friendly,Dubai,United Arab Emirates,TRUE
20141222,Iraq,Kuwait,1,1,Friendly,al-Hamriyah,United Arab Emirates,TRUE
20141225,Uzbekistan,Iraq,0,1,Friendly,Sharjah,United Arab Emirates,TRUE
20141227,Qatar,Estonia,3,0,Friendly,Doha,Qatar,FALSE
20141228,Uzbekistan,Iraq,0,0,Friendly,Sharjah,United Arab Emirates,TRUE
20141230,Bahrain,Saudi Arabia,4,1,Friendly,South Geelong,Australia,TRUE
20141230,United Arab Emirates,Jordan,1,0,Friendly,Robina,Australia,TRUE
20141231,Qatar,Oman,2,2,Friendly,Canberra,Australia,TRUE
20150104,Bahrain,Jordan,1,0,Friendly,Ballarat,Australia,TRUE
20150104,Iran,Iraq,1,0,Friendly,Wollongong,Australia,TRUE
20150104,Korea Republic,Saudi Arabia,2,0,Friendly,Parramatta,Australia,TRUE
20150104,South Africa,Zambia,1,0,Friendly,Johannesburg,South Africa,FALSE
20150105,China,Oman,4,1,Friendly,Penrith,Australia,TRUE
20150107,Cameroon,Congo DR,1,1,Friendly,Yaounde,Cameroon,FALSE
20150109,Australia,Kuwait,4,1,AFC Asian Cup,Melbourne,Australia,FALSE
20150109,Senegal,Gabon,1,0,Friendly,Casablanca,Morocco,TRUE
20150110,Burkina Faso,Swaziland,5,1,Friendly,Nelspruit,South Africa,TRUE
20150110,Cameroon,South Africa,1,1,Friendly,Libreville,Gabon,TRUE
20150110,Cape Verde,Congo,3,2,Friendly,Dakar,Senegal,TRUE
20150110,Korea Republic,Oman,1,0,AFC Asian Cup,Canberra,Australia,TRUE
20150110,Saudi Arabia,China,0,1,AFC Asian Cup,Brisbane,Australia,TRUE
20150110,Uzbekistan,Korea DPR,1,0,AFC Asian Cup,Sydney,Australia,TRUE
20150111,Iran,Bahrain,2,0,AFC Asian Cup,Melbourne,Australia,TRUE
20150111,Nigeria,Ivory Coast,0,1,Friendly,Abu Dhabi,United Arab Emirates,TRUE
20150111,Tunisia,Algeria,1,1,Friendly,Rades,Tunisia,FALSE
20150111,United Arab Emirates,Qatar,4,1,AFC Asian Cup,Canberra,Australia,TRUE
20150112,Japan,Palestine,4,0,AFC Asian Cup,Newcastle,Australia,TRUE
20150112,Jordan,Iraq,0,1,AFC Asian Cup,Brisbane,Australia,TRUE
20150113,Australia,Oman,4,0,AFC Asian Cup,Sydney,Australia,FALSE
20150113,Botswana,Burkina Faso,0,2,Friendly,Nelspruit,South Africa,TRUE
20150113,Kuwait,Korea Republic,0,1,AFC Asian Cup,Canberra,Australia,TRUE
20150113,Senegal,Guinea,5,2,Friendly,Casablanca,Morocco,TRUE
20150114,China,Uzbekistan,2,1,AFC Asian Cup,Brisbane,Australia,TRUE
20150114,Korea DPR,Saudi Arabia,1,4,AFC Asian Cup,Melbourne,Australia,TRUE
20150114,Mali,South Africa,0,3,Friendly,Libreville,Gabon,TRUE
20150115,Bahrain,United Arab Emirates,1,2,AFC Asian Cup,Canberra,Australia,TRUE
20150115,Qatar,Iran,0,1,AFC Asian Cup,Sydney,Australia,TRUE
20150115,Sweden,Ivory Coast,2,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
20150116,Canada,Iceland,1,2,Friendly,Orlando,USA,TRUE
20150116,Iraq,Japan,0,1,AFC Asian Cup,Brisbane,Australia,TRUE
20150116,Palestine,Jordan,1,5,AFC Asian Cup,Melbourne,Australia,TRUE
20150117,Australia,Korea Republic,0,1,AFC Asian Cup,Brisbane,Australia,FALSE
20150117,Burkina Faso,Gabon,0,2,African Cup of Nations,Bata,Equatorial Guinea,TRUE
20150117,Equatorial Guinea,Congo,1,1,African Cup of Nations,Bata,Equatorial Guinea,FALSE
20150117,Oman,Kuwait,1,0,AFC Asian Cup,Newcastle,Australia,TRUE
20150117,Yemen,Nigeria,0,2,Friendly,Dubai,United Arab Emirates,TRUE
20150118,China,Korea DPR,2,1,AFC Asian Cup,Canberra,Australia,TRUE
20150118,Tunisia,Cape Verde,1,1,African Cup of Nations,Ebebiyin,Equatorial Guinea,TRUE
20150118,Uzbekistan,Saudi Arabia,3,1,AFC Asian Cup,Melbourne,Australia,TRUE
20150118,Zambia,Congo DR,1,1,African Cup of Nations,Ebebiyin,Equatorial Guinea,TRUE
20150119,Algeria,South Africa,3,1,African Cup of Nations,Mongomo,Equatorial Guinea,TRUE
20150119,Canada,Iceland,1,1,Friendly,Orlando,USA,TRUE
20150119,Finland,Sweden,1,0,Friendly,Abu Dhabi,United Arab Emirates,TRUE
20150119,Ghana,Senegal,1,2,African Cup of Nations,Mongomo,Equatorial Guinea,TRUE
20150119,Iran,United Arab Emirates,1,0,AFC Asian Cup,Brisbane,Australia,TRUE
20150119,Qatar,Bahrain,1,2,AFC Asian Cup,Sydney,Australia,TRUE
20150120,Iraq,Palestine,2,0,AFC Asian Cup,Canberra,Australia,TRUE
20150120,Ivory Coast,Guinea,1,1,African Cup of Nations,Malabo,Equatorial Guinea,TRUE
20150120,Japan,Jordan,2,0,AFC Asian Cup,Melbourne,Australia,TRUE
20150120,Mali,Cameroon,1,1,African Cup of Nations,Malabo,Equatorial Guinea,TRUE
20150121,Equatorial Guinea,Burkina Faso,0,0,African Cup of Nations,Bata,Equatorial Guinea,FALSE
20150121,Gabon,Congo,0,1,African Cup of Nations,Bata,Equatorial Guinea,TRUE
20150122,Australia,China,2,0,AFC Asian Cup,Brisbane,Australia,FALSE
20150122,Cape Verde,Congo DR,0,0,African Cup of Nations,Ebebiyin,Equatorial Guinea,TRUE
20150122,Korea Republic,Uzbekistan,2,0,AFC Asian Cup,Melbourne,Australia,TRUE
20150122,Yemen,Finland,0,0,Friendly,Dubai,United Arab Emirates,TRUE
20150122,Zambia,Tunisia,1,2,African Cup of Nations,Ebebiyin,Equatorial Guinea,TRUE
20150123,Ghana,Algeria,1,0,African Cup of Nations,Mongomo,Equatorial Guinea,TRUE
20150123,Iran,Iraq,3,3,AFC Asian Cup,Canberra,Australia,TRUE
20150123,Japan,United Arab Emirates,1,1,AFC Asian Cup,Sydney,Australia,TRUE
20150123,South Africa,Senegal,1,1,African Cup of Nations,Mongomo,Equatorial Guinea,TRUE
20150124,Cameroon,Guinea,1,1,African Cup of Nations,Malabo,Equatorial Guinea,TRUE
20150124,Ivory Coast,Mali,1,1,African Cup of Nations,Malabo,Equatorial Guinea,TRUE
20150125,Congo,Burkina Faso,2,1,African Cup of Nations,Ebebiyin,Equatorial Guinea,TRUE
20150125,Equatorial Guinea,Gabon,2,0,African Cup of Nations,Bata,Equatorial Guinea,FALSE
20150126,Cape Verde,Zambia,0,0,African Cup of Nations,Ebebiyin,Equatorial Guinea,TRUE
20150126,Congo DR,Tunisia,1,1,African Cup of Nations,Bata,Equatorial Guinea,TRUE
20150126,Korea Republic,Iraq,2,0,AFC Asian Cup,Sydney,Australia,TRUE
20150127,Australia,United Arab Emirates,2,0,AFC Asian Cup,Newcastle,Australia,FALSE
20150127,Senegal,Algeria,0,2,African Cup of Nations,Malabo,Equatorial Guinea,TRUE
20150127,South Africa,Ghana,1,2,African Cup of Nations,Mongomo,Equatorial Guinea,TRUE
20150128,Cameroon,Ivory Coast,0,1,African Cup of Nations,Malabo,Equatorial Guinea,TRUE
20150128,Chile,USA,3,2,Friendly,Rancagua,Chile,FALSE
20150128,Guinea,Mali,1,1,African Cup of Nations,Mongomo,Equatorial Guinea,TRUE
20150130,Curacao,Aruba,0,0,ABCS Tournament,Paramaribo,Suriname,TRUE
20150130,Iraq,United Arab Emirates,2,3,AFC Asian Cup,Newcastle,Australia,TRUE
20150130,Suriname,Bonaire,3,0,ABCS Tournament,Paramaribo,Suriname,FALSE
20150131,Australia,Korea Republic,2,1,AFC Asian Cup,Sydney,Australia,FALSE
20150131,Congo,Congo DR,2,4,African Cup of Nations,Bata,Equatorial Guinea,TRUE
20150131,Equatorial Guinea,Tunisia,2,1,African Cup of Nations,Bata,Equatorial Guinea,FALSE
20150201,Curacao,Bonaire,4,1,ABCS Tournament,Paramaribo,Suriname,TRUE
20150201,Ghana,Guinea,3,0,African Cup of Nations,Malabo,Equatorial Guinea,TRUE
20150201,Ivory Coast,Algeria,3,1,African Cup of Nations,Malabo,Equatorial Guinea,TRUE
20150201,Suriname,Aruba,1,0,ABCS Tournament,Paramaribo,Suriname,FALSE
20150202,Bangladesh,Sri Lanka,1,0,Friendly,Dhaka,Bangladesh,FALSE
20150204,Congo DR,Ivory Coast,1,3,African Cup of Nations,Bata,Equatorial Guinea,TRUE
20150204,Honduras,Venezuela,2,3,Friendly,San Pedro Sula,Honduras,FALSE
20150205,Equatorial Guinea,Ghana,0,3,African Cup of Nations,Malabo,Equatorial Guinea,FALSE
20150206,Pakistan,Afghanistan,2,1,Friendly,Lahore,Pakistan,FALSE
20150207,Equatorial Guinea,Congo DR,0,0,African Cup of Nations,Malabo,Equatorial Guinea,FALSE
20150208,Ivory Coast,Ghana,0,0,African Cup of Nations,Bata,Equatorial Guinea,TRUE
20150208,USA,Panama,2,0,Friendly,Carson,USA,FALSE
20150218,Kazakhstan,Moldova,1,1,Friendly,Antalya,Turkey,TRUE
20150308,Antigua and Barbuda,Virgin Islands,2,0,Friendly,St. John's,Antigua and Barbuda,FALSE
20150308,Bermuda,Grenada,2,0,Friendly,Hamilton,Bermuda,FALSE
20150312,Cambodia,Macau,3,0,FIFA World Cup qualification,Phnom Penh,Cambodia,FALSE
20150312,East Timor,Mongolia,0,3,FIFA World Cup qualification,Dili,East Timor,FALSE
20150312,India,Nepal,2,0,FIFA World Cup qualification,Guwahati,India,FALSE
20150312,Sri Lanka,Bhutan,0,1,FIFA World Cup qualification,Colombo,Sri Lanka,FALSE
20150312,Yemen,Pakistan,3,1,FIFA World Cup qualification,Doha,Qatar,TRUE
20150315,Antigua and Barbuda,Dominica,1,0,Friendly,St. John's,Antigua and Barbuda,FALSE
20150317,Bhutan,Sri Lanka,2,1,FIFA World Cup qualification,Thimphu,Bhutan,FALSE
20150317,Brunei,Taiwan,0,2,FIFA World Cup qualification,Bandar Seri Begawan,Brunei,FALSE
20150317,Macau,Cambodia,1,1,FIFA World Cup qualification,Taipa,Macau,FALSE
20150317,Mongolia,East Timor,3,0,FIFA World Cup qualification,Ulan Bator,Mongolia,FALSE
20150317,Nepal,India,0,0,FIFA World Cup qualification,Kathmandu,Nepal,FALSE
20150322,Antigua and Barbuda,British Virgin Islands,1,0,Friendly,St. John's,Antigua and Barbuda,FALSE
20150322,Barbados,Virgin Islands,0,1,FIFA World Cup qualification,Bridgetown,Barbados,FALSE
20150323,Pakistan,Yemen,0,0,FIFA World Cup qualification,Isa Town,Bahrain,TRUE
20150325,Botswana,Lesotho,2,0,Friendly,Gaborone,Botswana,FALSE
20150325,Denmark,USA,3,2,Friendly,Arhus,Denmark,FALSE
20150325,Dominican Republic,Cuba,0,3,Friendly,Santiago de los Caballeros,Dominican Republic,FALSE
20150325,French Guyana,Honduras,3,1,Gold Cup qualification,Cayenne,French Guyana,FALSE
20150325,Gabon,Mali,4,3,Friendly,Beauvais,France,TRUE
20150325,Georgia,Malta,2,0,Friendly,Tbilisi,Georgia,FALSE
20150325,Germany,Australia,2,2,Friendly,Kaiserslautern,Germany,FALSE
20150325,Indonesia,Cameroon,0,1,Friendly,Sidoarjo,Indonesia,FALSE
20150325,Mauritius,Burundi,2,2,Friendly,Curepipe,Mauritius,FALSE
20150325,Nigeria,Uganda,0,1,Friendly,Uyo,Nigeria,FALSE
20150325,Scotland,Northern Ireland,1,0,Friendly,Glasgow,Scotland,FALSE
20150325,Swaziland,South Africa,1,3,Friendly,Lobamba,Swaziland,FALSE
20150326,Bahrain,Colombia,0,6,Friendly,Riffa,Bahrain,FALSE
20150326,Chile,Iran,0,2,Friendly,Sankt Polten,Austria,TRUE
20150326,Egypt,Equatorial Guinea,2,0,Friendly,Cairo,Egypt,FALSE
20150326,France,Brazil,1,3,Friendly,Saint-Denis,France,FALSE
20150326,Ivory Coast,Angola,2,0,Friendly,Abidjan,Ivory Coast,FALSE
20150326,Jordan,Syria,0,1,Friendly,Amman,Jordan,FALSE
20150326,Maldives,Tajikistan,0,2,Friendly,Male,Maldives,FALSE
20150326,Oman,Malaysia,6,0,Friendly,Seeb,Oman,FALSE
20150326,Qatar,Algeria,1,0,Friendly,Doha,Qatar,FALSE
20150326,Thailand,Singapore,2,0,Friendly,Nakhon Ratchasima,Thailand,FALSE
20150326,Virgin Islands,Barbados,0,4,FIFA World Cup qualification,Charlotte Amalie,Virgin Islands,FALSE
20150327,Canada,Guatemala,1,0,Friendly,Fort Lauderdale,USA,TRUE
20150327,China,Haiti,2,2,Friendly,Changsha,China,FALSE
20150327,Curacao,Montserrat,2,1,FIFA World Cup qualification,Willemstad,Curacao,FALSE
20150327,England,Lithuania,4,0,UEFA Euro qualification,London,England,FALSE
20150327,Gambia,Mauritania,1,0,Friendly,Bakau,Gambia,FALSE
20150327,Japan,Tunisia,2,0,Friendly,Ōita,Japan,FALSE
20150327,Korea Republic,Uzbekistan,1,1,Friendly,Daejeon,Korea Republic,FALSE
20150327,Liechtenstein,Austria,0,5,UEFA Euro qualification,Vaduz,Liechtenstein,FALSE
20150327,Macedonia,Belarus,1,2,UEFA Euro qualification,Skopje,Macedonia,FALSE
20150327,Moldova,Sweden,0,2,UEFA Euro qualification,Chișinau,Moldova,FALSE
20150327,Montenegro,Russia,0,3,UEFA Euro qualification,Podgorica,Montenegro,FALSE
20150327,Slovakia,Luxembourg,3,0,UEFA Euro qualification,Žilina,Slovakia,FALSE
20150327,Slovenia,San Marino,6,0,UEFA Euro qualification,Ljubljana,Slovenia,FALSE
20150327,Spain,Ukraine,1,0,UEFA Euro qualification,Seville,Spain,FALSE
20150327,Switzerland,Estonia,3,0,UEFA Euro qualification,Lucerne,Switzerland,FALSE
20150327,Trinidad and Tobago,Panama,0,1,Friendly,Couva,Trinidad and Tobago,FALSE
20150328,Andorra,Bosnia-Herzegovina,0,3,UEFA Euro qualification,Sant Julia de Loria,Andorra,FALSE
20150328,Azerbaijan,Malta,2,0,UEFA Euro qualification,Baku,Azerbaijan,FALSE
20150328,Belgium,Cyprus,5,0,UEFA Euro qualification,Brussels,Belgium,FALSE
20150328,Bulgaria,Italy,2,2,UEFA Euro qualification,Sofia,Bulgaria,FALSE
20150328,Croatia,Norway,5,1,UEFA Euro qualification,Zagreb,Croatia,FALSE
20150328,Czech Republic,Latvia,1,1,UEFA Euro qualification,Prague,Czech Republic,FALSE
20150328,Ghana,Senegal,1,2,Friendly,Le Havre,France,TRUE
20150328,Hong Kong,Guam,1,0,Friendly,Kowloon,Hong Kong,FALSE
20150328,Iraq,Congo DR,2,1,Friendly,Sharjah,United Arab Emirates,TRUE
20150328,Israel,Wales,0,3,UEFA Euro qualification,Haifa,Israel,FALSE
20150328,Kazakhstan,Iceland,0,3,UEFA Euro qualification,Astana,Kazakhstan,FALSE
20150328,Mauritius,Togo,1,1,Friendly,Mapou,Mauritius,FALSE
20150328,Morocco,Uruguay,0,1,Friendly,Agadir,Morocco,FALSE
20150328,Netherlands,Turkey,1,1,UEFA Euro qualification,Amsterdam,Netherlands,FALSE
20150329,Albania,Armenia,2,1,UEFA Euro qualification,Elbasan,Albania,FALSE
20150329,Anguilla,Nicaragua,0,3,FIFA World Cup qualification,The Valley,Anguilla,FALSE
20150329,Bermuda,Bahamas,3,0,FIFA World Cup qualification,Hamilton,Bermuda,FALSE
20150329,Botswana,Mozambique,1,2,Friendly,Lobatse,Botswana,FALSE
20150329,Brazil,Chile,1,0,Friendly,London,England,TRUE
20150329,Dominica,British Virgin Islands,0,0,FIFA World Cup qualification,Roseau,Dominica,FALSE
20150329,France,Denmark,2,0,Friendly,Saint-Etienne,France,FALSE
20150329,Georgia,Germany,0,2,UEFA Euro qualification,Tbilisi,Georgia,FALSE
20150329,Guyana,Grenada,2,0,Friendly,Providence,Guyana,FALSE
20150329,Honduras,French Guyana,3,0,Gold Cup qualification,San Pedro Sula,Honduras,FALSE
20150329,Hungary,Greece,0,0,UEFA Euro qualification,Budapest,Hungary,FALSE
20150329,Ireland,Poland,1,1,UEFA Euro qualification,Dublin,Ireland,FALSE
20150329,Ivory Coast,Equatorial Guinea,1,1,Friendly,Abidjan,Ivory Coast,FALSE
20150329,Northern Ireland,Finland,2,1,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
20150329,Portugal,Serbia,2,1,UEFA Euro qualification,Lisbon,Portugal,FALSE
20150329,Romania,Faroe Islands,1,0,UEFA Euro qualification,Ploiești,Romania,FALSE
